MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0.6666666666666667,0.0,0.3999999999999999,0.26175687666370895,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.75,0.33333333333333326,0.913043478260871,0.8983050847457577,0.0,0.0,0.8181818181818181,0.8,0.0,0.5632183908045977,0.0,0.0,1.0,0.0,0.0,1.0,0.4,0.5612082670906201,0.0,0.0,0.07457627118644068,0.38499184339314846,0.0,0.0,0.0,0.0,0.11570827489481067,0.6630434782608695,0.0,0.5464547677261613,1.0,0.0,0.5,1.0,0.6666666666666667,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.913043478260871,0.5,0.6666666666666666,0.6075388026607539,0.0,0.0,0.0,0.0,0.3935483870967742,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.5,0.0,0.0,0.6072289156626507
0.6666666666666667,0.0,0.44285714285714284,0.5102040816326531,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.75,0.33333333333333326,0.8840579710144922,0.8813559322033839,0.0,0.0,0.8181818181818181,0.8,0.0,0.46551724137931033,0.0,0.0,1.0,0.0,0.0,0.5,0.4,0.38632750397456284,0.0,0.0,0.2671186440677966,0.4371941272430669,0.0,0.0,0.0,0.0,0.1605890603085554,0.6723602484472049,0.0,0.5929095354523226,1.0,0.0,0.5,1.0,0.6666666666666667,0.0,0.0,0.33333333333333337,0.0,0.5,0.0,0.8840579710144922,0.5,0.6666666666666666,0.6740576496674058,0.0,0.0,0.0,0.0,0.2709677419354839,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.5,0.0,0.0,0.6795180722891567
0.0,0.0,0.4571428571428571,0.270097604259095,0.0,0.0,0.0,0.0,0.25,0.0,0.736842105263158,0.0,0.0,0.0,0.2857142857142857,0.25,0.6666666666666667,0.37681159420289845,0.9491525423728788,0.0,0.0,0.2727272727272727,0.10000000000000009,0.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8054237288135594,0.6884176182707995,0.0,0.5,0.0,0.0,0.3765778401122019,0.0,0.0,0.2518337408312958,0.0,0.0,0.0,1.0,0.6666666666666667,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.37681159420289845,1.0,0.3333333333333333,0.3004434589800443,0.0,0.0,0.0,0.0,0.41935483870967744,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.5,0.0,0.0,0.32216867469879523
0.0,0.0,0.41428571428571426,0.19893522626441884,0.0,1.0,0.0,0.0,1.0,0.0,0.736842105263158,0.0,0.0,0.0,0.2857142857142857,0.25,0.9999999999999998,0.37681159420289845,0.2711864406779654,0.0,0.0,0.2727272727272727,0.10000000000000009,0.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.2,0.6065182829888712,0.0,0.0,0.10305084745762712,0.46574225122349105,0.0,0.0,0.0,0.0,0.1851332398316971,0.0,0.0,0.08496332518337407,1.0,0.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.33333333333333337,0.0,0.0,0.0,0.37681159420289845,1.0,0.3333333333333333,0.4279379157427938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.21445783132530122
0.6666666666666667,0.0,0.7428571428571428,0.5452528837622006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.75,0.33333333333333326,0.9275362318840585,0.9152542372881314,0.0,0.0,0.8181818181818181,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5559322033898305,0.3882544861337684,0.0,0.0,0.0,0.0,0.11851332398316966,0.6677018633540373,0.0,0.5525672371638142,0.0,0.0,0.5,1.0,0.6666666666666667,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.9275362318840585,0.5,0.6666666666666666,0.6263858093126385,0.0,0.0,0.0,0.0,0.45161290322580644,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.5493975903614459
0.0,0.0,0.4571428571428571,0.18624667258207628,0.0,1.0,0.0,0.0,0.0,0.0,0.31578947368421056,0.0,0.0,0.0,0.2857142857142857,0.0,0.6666666666666667,0.608695652173914,0.9491525423728788,0.0,0.0,0.2727272727272727,0.5,0.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.4491255961844197,0.0,0.0,0.16271186440677965,0.3760195758564437,0.0,1.0,0.0,0.0,0.10799438990182325,0.0,0.0,0.017726161369193083,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.6811594202898554,1.0,0.6666666666666666,0.3991130820399113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.25,0.0,0.0,0.2265060240963856
0.0,0.0,0.3285714285714285,0.22803904170363798,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.33333333333333326,0.7826086956521721,0.762711864406775,0.0,0.0,0.8181818181818181,0.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4,0.4674085850556439,0.0,0.0,0.24542372881355934,0.4942903752039152,0.0,0.0,0.0,0.0,0.2096774193548387,0.0,0.0,0.10635696821515889,1.0,0.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.16666666666666663,0.0,0.0,0.0,0.5797101449275353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.25,0.0,0.0,0.1980722891566265
0.0,0.0,0.4571428571428571,0.4527950310559007,0.0,0.0,0.0,0.0,1.0,0.0,0.47368421052631576,0.0,0.0,0.0,0.2857142857142857,0.5,0.9999999999999998,0.5362318840579725,0.8644067796610173,0.0,0.0,0.5454545454545455,0.5,0.0,0.08045977011494253,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.9538950715421304,0.0,0.0,0.25084745762711863,1.0,0.0,0.5,0.0,0.0,0.6444600280504909,0.0,0.0,0.48533007334963324,1.0,0.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.33333333333333337,0.0,1.0,0.0,0.5362318840579725,0.5,0.6666666666666666,0.532150776053215,0.0,0.0,0.0,0.46408839779005523,0.43870967741935485,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,0.5903614457831325
0.6666666666666667,0.0,0.5714285714285713,0.32883762200532385,0.0,1.0,0.0,0.0,1.0,0.0,0.7894736842105263,0.0,0.0,0.0,0.7142857142857142,0.5,0.33333333333333326,0.6521739130434767,0.5932203389830448,0.0,0.0,0.2727272727272727,0.10000000000000009,0.0,0.9655172413793103,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.47525423728813565,0.2911908646003262,0.0,1.0,0.0,0.0,0.20056100981767183,0.5861801242236024,0.0,0.5599022004889975,0.0,0.0,0.5,1.0,0.6666666666666667,0.0,0.0,0.4999999999999999,0.0,0.5,0.0,0.6521739130434767,0.0,0.6666666666666666,0.5277161862527716,0.0,0.0,0.0,0.5303867403314917,0.2967741935483871,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,1.0,0.0,0.0,0.46024096385542174
0.0,0.0,0.8142857142857142,0.43496007098491574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.75,0.33333333333333326,1.0,1.0,0.0,0.0,0.8181818181818181,0.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8040677966101696,0.6867862969004894,0.0,0.0,0.0,0.0,0.37517531556802247,0.0,0.0,0.2506112469437653,0.0,0.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,1.0,0.5,1.0,0.8203991130820399,0.0,0.0,0.0,0.0,0.23225806451612904,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,1.0,0.0,0.0,0.5609638554216867
